카테고리,제목,저자,정가,할인가,이미지
[국내도서],"오뒷세이아, 어떻게 읽을 것인가",김태진 (지은이) | 민음사 | 2026년 7월,"22,000","19,800원","['https://image.aladin.co.kr/product/39905/86/SpineShelf/8937449633_d.jpg', 'https://image.aladin.co.kr/product/39905/86/cover200/8937449633_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],상냥한 지옥,"이리나 그리고레 (지은이), 김영현 (옮긴이) | 다다서재 | 2026년 8월","18,000","16,200원","['https://image.aladin.co.kr/product/39887/47/SpineShelf/S682130821_d.jpg', 'https://image.aladin.co.kr/product/39887/47/cover200/k092130721_2.jpg']"
[국내도서],한눈에 읽는 오디세이,"14,000원 → 12,600원 (10%할인),  마일리지 700원",9.9,"12,600원","['https://image.aladin.co.kr/product/39880/81/SpineShelf/K632130415_d.jpg', 'https://image.aladin.co.kr/product/39880/81/cover200/k632130415_1.jpg']"
[국내도서],켄투리아 6,"6,000원 → 5,400원 (10%할인),  마일리지 300원","3,670","5,400원",['https://image.aladin.co.kr/product/39997/36/cover200/k302130031_1.jpg']
[국내도서],간결한 식탁 레시피,간결한 식탁(이해나) (지은이) | 래디시 | 2026년 8월,"26,000","23,400원","['https://image.aladin.co.kr/product/39995/69/SpineShelf/K392130038_d.jpg', 'https://image.aladin.co.kr/product/39995/69/cover200/k392130038_1.jpg']"
[국내도서],명탐정 코난 : 범인 한자와 씨 10,"칸바 마유코 (지은이), 아오야마 고쇼 (원작) | 서울미디어코믹스(서울문화사) | 2026년 8월","6,000","5,400원",['https://image.aladin.co.kr/product/40015/39/cover200/k142130239_1.jpg']
[국내도서],최소한의 삼국지,"최태성 (지은이), 이성원 (감수) | 프런트페이지 | 2025년 11월","19,500","17,550원","['https://image.aladin.co.kr/product/37773/21/SpineShelf/K002033562_d.jpg', 'https://image.aladin.co.kr/product/37773/21/cover200/k002033562_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],홍학의 자리,정해연 (지은이) | 엘릭시르 | 2021년 7월,"14,000","12,600원","['https://image.aladin.co.kr/product/27587/94/SpineShelf/8954681158_d.jpg', 'https://image.aladin.co.kr/product/27587/94/cover200/8954681158_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],10대를 위한 정의란 무엇인가,"15,000원 → 13,500원 (10%할인),  마일리지 750원",9.3,"13,500원","['https://image.aladin.co.kr/product/4947/78/SpineShelf/S072032623_d.jpg', 'https://image.aladin.co.kr/product/4947/78/cover200/8937886960_2.jpg']"
[국내도서],면도날,"서머싯 몸 (지은이), 안진환 (옮긴이) | 민음사 | 2009년 6월","15,000","13,500원","['https://image.aladin.co.kr/product/421/38/SpineShelf/8937462141_d.jpg', 'https://image.aladin.co.kr/product/421/38/cover200/8937462141_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],2026 한 권으로 끝내는 시나공 컴활 2급 필기 + 실기 (컴퓨터활용능력 2급),"길벗 R&D, 강윤석, 김용갑, 김우경, 김종일 (지은이) | 길벗 | 2025년 10월","27,000","24,300원","['https://image.aladin.co.kr/product/37344/79/SpineShelf/K362032777_d.jpg', 'https://image.aladin.co.kr/product/37344/79/cover200/k362032777_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],혹시 나한테 화났나?,"멕 조지프슨 (지은이), 신동숙 (옮긴이) | 인플루엔셜(주) | 2026년 7월","19,800","17,820원","['https://image.aladin.co.kr/product/39830/41/SpineShelf/K762130716_d.jpg', 'https://image.aladin.co.kr/product/39830/41/cover200/k762130716_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],엄마를 만나러 가는 길 3,고먕 (지은이) | 네이버웹툰 | 2026년 10월,"17,800","16,020원","['https://image.aladin.co.kr/product/39958/2/SpineShelf/K602130523_d.jpg', 'https://image.aladin.co.kr/product/39958/2/cover200/k602130523_1.jpg']"
[국내도서],오디세이아,"아우구스테 레히너 (지은이), 호메로스 (원작), 김은애 (옮긴이) | 문학과지성사 | 2017년 7월","15,000","13,500원","['https://image.aladin.co.kr/product/11586/2/SpineShelf/S832130834_d.jpg', 'https://image.aladin.co.kr/product/11586/2/cover200/8932030227_2.jpg']"
[국내도서],클로드 코드 제대로 시작하기,"주홍철, 황진성 (지은이) | 길벗 | 2026년 8월","32,000","28,800원","['https://image.aladin.co.kr/product/39929/3/SpineShelf/S402130233_d.jpg', 'https://image.aladin.co.kr/product/39929/3/cover200/k992130128_2.jpg']"
[국내도서],우리는 모두 한 편의 시로부터,"김기택, 조용미 (지은이), 이종민 (엮은이) | 태학사 | 2026년 7월","18,000","16,200원","['https://image.aladin.co.kr/product/39938/36/SpineShelf/K022130220_d.jpg', 'https://image.aladin.co.kr/product/39938/36/cover200/k022130220_1.jpg']"
[국내도서],신 퇴마록 신세편 3,이우혁 (지은이) | 반타 | 2026년 6월,"22,000","19,800원","['https://image.aladin.co.kr/product/39614/6/SpineShelf/K352130972_d.jpg', 'https://image.aladin.co.kr/product/39614/6/cover200/k352130972_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],읽지 않는 사람들,"나오미 배런 (지은이), 전병근 (옮긴이) | 웅진지식하우스 | 2026년 6월","22,000","19,800원","['https://image.aladin.co.kr/product/39581/99/SpineShelf/8901300095_d.jpg', 'https://image.aladin.co.kr/product/39581/99/cover200/8901300095_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],2026 김건호 헌법 최근 3개년 기출ㆍ예상 헌법판례 [하반기],김건호 (지은이) | 박영사 | 2026년 7월,"16,000","16,000원","['https://image.aladin.co.kr/product/39802/63/SpineShelf/K892130608_d.jpg', 'https://image.aladin.co.kr/product/39802/63/cover200/k892130608_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],섬뜩한 코바늘,"에런 레이놀즈 (지은이), 피터 브라운 (그림), 홍연미 (옮긴이) | 토토북 | 2026년 7월","15,000","13,500원","['https://image.aladin.co.kr/product/39819/82/SpineShelf/8964965582_d.jpg', 'https://image.aladin.co.kr/product/39819/82/cover200/8964965582_1.jpg']"
[국내도서],당신은 사건 현장에 있습니다 시즌 3,"모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이) | 중앙books(중앙북스) | 2025년 5월","28,000","25,200원","['https://image.aladin.co.kr/product/36383/60/SpineShelf/8927813367_d.jpg', 'https://image.aladin.co.kr/product/36383/60/cover200/8927813367_1.jpg']"
[국내도서],히포크라테스 회한,"나카야마 시치리 (지은이), 민경욱 (옮긴이) | 블루홀식스(블루홀6) | 2026년 8월","18,000","16,200원","['https://image.aladin.co.kr/product/39978/23/SpineShelf/K442130624_d.jpg', 'https://image.aladin.co.kr/product/39978/23/cover200/k442130624_1.jpg']"
[국내도서],벡 Beck 신장판 8,해롤드 사쿠이시 (지은이) | 학산문화사(만화) | 2026년 8월,"12,000","10,800원",['https://image.aladin.co.kr/product/40013/68/cover200/k682130131_1.jpg']
[국내도서],이기적 유전자,"리처드 도킨스 (지은이), 홍영남, 이상임 (옮긴이) | 을유문화사 | 2018년 10월","20,000","18,000원","['https://image.aladin.co.kr/product/17048/25/SpineShelf/8932473900_d.jpg', 'https://image.aladin.co.kr/product/17048/25/cover200/8932473900_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],최소한의 한국사,최태성 (지은이) | 프런트페이지 | 2023년 6월,"19,800","17,820원","['https://image.aladin.co.kr/product/31888/53/SpineShelf/S862931196_d.jpg', 'https://image.aladin.co.kr/product/31888/53/cover200/s272137201_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],제로 투 원 (10주년 기념판),"피터 틸, 블레이크 매스터스 (지은이), 이지연 (옮긴이) | 한국경제신문 | 2025년 4월","18,000","16,200원","['https://image.aladin.co.kr/product/36235/91/SpineShelf/S532037749_d.jpg', 'https://image.aladin.co.kr/product/36235/91/cover200/k102038607_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],나는 고양이로소이다 (한정판),"나쓰메 소세키 (지은이), 김난주 (옮긴이) | 열린책들 | 2026년 5월","16,800","15,120원","['https://image.aladin.co.kr/product/39356/87/SpineShelf/8932925739_d.jpg', 'https://image.aladin.co.kr/product/39356/87/cover200/8932925739_1.jpg']"
[국내도서],최민준의 아들코칭 백과,"18,800원 → 16,920원 (10%할인),  마일리지 940원",9.4,"16,920원","['https://image.aladin.co.kr/product/32359/47/SpineShelf/K882935466_d.jpg', 'https://image.aladin.co.kr/product/32359/47/cover200/k882935466_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],원펀맨 One Punch Man 35,"ONE (지은이), 무라타 유스케 (그림) | 대원씨아이(만화) | 2026년 6월","6,000","5,400원","['https://image.aladin.co.kr/product/39645/28/SpineShelf/K642130270_d.jpg', 'https://image.aladin.co.kr/product/39645/28/cover200/k642130270_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],장송의 프리렌 15,"야마다 카네히토 (지은이), 아베 츠카사 (그림) | 학산문화사(만화) | 2026년 6월","7,000","6,300원","['https://image.aladin.co.kr/product/39544/46/cover200/k622139842_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],질문의 격,유선경 (지은이) | 앤의서재 | 2025년 5월,"17,800","16,020원","['https://image.aladin.co.kr/product/36419/32/SpineShelf/K542039095_d.jpg', 'https://image.aladin.co.kr/product/36419/32/cover200/k542039095_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],얼굴만으론 좋아할 수 없어요 17,"안자이 카린 (지은이), 이소연 (옮긴이) | 서울미디어코믹스(서울문화사) | 2026년 7월","6,000","5,400원",['https://image.aladin.co.kr/product/39940/27/cover200/k372130224_1.jpg']
[국내도서],타몬 군 지금 어느 쪽?! 13,"시와스 유키 (지은이), 최윤정 (옮긴이) | 학산문화사(만화) | 2026년 8월","7,000","6,300원",['https://image.aladin.co.kr/product/39997/41/cover200/k782130031_1.jpg']
[국내도서],작별하지 않는다,한강 (지은이) | 문학동네 | 2021년 9월,"16,800","15,120원","['https://image.aladin.co.kr/product/27877/5/SpineShelf/S272934661_d.jpg', 'https://image.aladin.co.kr/product/27877/5/cover200/8954682154_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],동물농장,"조지 오웰 (지은이), 도정일 (옮긴이) | 민음사 | 1998년 8월","8,000","7,200원","['https://image.aladin.co.kr/product/4/6/SpineShelf/S932932230_d.jpg', 'https://image.aladin.co.kr/product/4/6/cover200/s93746005x_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],백지 앞에서,최은영 (지은이) | 문학동네 | 2026년 4월,"17,500","15,750원","['https://image.aladin.co.kr/product/39137/0/SpineShelf/K732137654_d.jpg', 'https://image.aladin.co.kr/product/39137/0/cover200/k732137654_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],크툴루의 부름 : 수호자 룰북,"샌디 피터슨, 린 윌리스, 마이크 메이슨, 폴 프리커 (지은이), 박나림 (옮긴이) | 초여명 | 2016년 11월","38,000","34,200원","['https://image.aladin.co.kr/product/9573/37/SpineShelf/S802834199_d.jpg', 'https://image.aladin.co.kr/product/9573/37/cover200/8988060393_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],2026 단기 합격 해커스공기업 NCS 통합 기본서 (모듈형+피듈형+PSAT형+모의고사 6회분),"윤종혁, 김소원, 김태형, 복지훈, 최수지, 김동민, 해커스 취업교육연구소 (지은이) | 해커스잡 | 2026년 1월","27,000","24,300원","['https://image.aladin.co.kr/product/38213/7/SpineShelf/8969656871_d.jpg', 'https://image.aladin.co.kr/product/38213/7/cover200/8969656871_1.jpg']"
[국내도서],손절사회,이승연 (지은이) | 어크로스 | 2026년 4월,"21,000","18,900원","['https://image.aladin.co.kr/product/39061/33/SpineShelf/K852137647_d.jpg', 'https://image.aladin.co.kr/product/39061/33/cover200/k852137647_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],엄마를 만나러 가는 길 4,고먕 (지은이) | 네이버웹툰 | 2026년 10월,"17,800","16,020원","['https://image.aladin.co.kr/product/39958/4/SpineShelf/K742130523_d.jpg', 'https://image.aladin.co.kr/product/39958/4/cover200/k742130523_1.jpg']"
[국내도서],찰리 멍거 바이블 완결판,"30,000원 → 27,000원 (10%할인),  마일리지 1,500원","2,930","27,000원","['https://image.aladin.co.kr/product/40032/40/SpineShelf/K082130631_d.jpg', 'https://image.aladin.co.kr/product/40032/40/cover200/k082130631_1.jpg']"
[국내도서],아몬드,"16,800원 → 15,120원 (10%할인),  마일리지 840원",9.0,"15,120원","['https://image.aladin.co.kr/product/31893/32/SpineShelf/K212833749_d.jpg', 'https://image.aladin.co.kr/product/31893/32/cover200/k212833749_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],유럽 도시 기행 2,유시민 (지은이) | 생각의길 | 2022년 7월,"17,500","15,750원","['https://image.aladin.co.kr/product/29689/64/SpineShelf/8965137705_d.jpg', 'https://image.aladin.co.kr/product/29689/64/cover200/8965137705_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],말은 운명을 데려온다,이하영 (지은이) | 토네이도 | 2026년 6월,"19,800","17,820원","['https://image.aladin.co.kr/product/39449/29/SpineShelf/K962139593_d.jpg', 'https://image.aladin.co.kr/product/39449/29/cover200/k962139593_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],백년 목 2 : 치료편,정선근 (지은이) | 언탱글링 | 2024년 7월,"22,000","19,800원","['https://image.aladin.co.kr/product/34326/33/SpineShelf/K112932585_d.jpg', 'https://image.aladin.co.kr/product/34326/33/cover200/k112932585_1.jpg']"
[국내도서],"사라지는 돈, 살아남는 돈, 불어나는 돈",김효진 (지은이) | 페이지2(page2) | 2026년 7월,"21,000","18,900원","['https://image.aladin.co.kr/product/39701/80/SpineShelf/K262130491_d.jpg', 'https://image.aladin.co.kr/product/39701/80/cover200/k262130491_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],2027 이동기 공무원 VOCA,(주)이앤미래(대표 이동기) (지은이) | 지금(도서출판) | 2026년 7월,"26,000","23,400원","['https://image.aladin.co.kr/product/39721/46/SpineShelf/K182130700_d.jpg', 'https://image.aladin.co.kr/product/39721/46/cover200/k182130700_1.jpg']"
[국내도서],묘쌤은 이렇게 말했다 11,"무테키 소다 (지은이), 카나리 토쿠사쿠 (원작), 박경용 (옮긴이) | ㈜소미미디어 | 2026년 8월","7,000","6,300원","['https://image.aladin.co.kr/product/39945/31/SpineShelf/K972130321_d.jpg', 'https://image.aladin.co.kr/product/39945/31/cover200/k972130321_1.jpg']"
[국내도서],일리아스 (국내 유일 명화 103점 수록 완역본),"호메로스 (지은이), 페테르 파울 루벤스 (그림), 박문재 (옮긴이) | 현대지성 | 2025년 4월","30,000","27,000원","['https://image.aladin.co.kr/product/36238/98/SpineShelf/S492038739_d.jpg', 'https://image.aladin.co.kr/product/36238/98/cover200/k932038716_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],"KBS한국어능력시험 공식 기출문제집 2026 상반기 제91, 90, 89회 + 모의고사 2회 + 무료 특강","30,000원 → 27,000원 (10%할인),  마일리지 1,500원",10.0,"27,000원","['https://image.aladin.co.kr/product/39842/4/SpineShelf/S612130415_d.jpg', 'https://image.aladin.co.kr/product/39842/4/cover200/8969657495_1.jpg']"
[국내도서],"십 대를 위한 부자 습관, 부자 마인드",한지우 (지은이) | 다빈치페이지 | 2026년 8월,"17,800","16,020원","['https://image.aladin.co.kr/product/39889/75/SpineShelf/K052130726_d.jpg', 'https://image.aladin.co.kr/product/39889/75/cover200/k052130726_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],러브 클로젯 연구실,맥시(최수민) (지은이) | 은행나무 | 2026년 8월,"22,000","19,800원","['https://image.aladin.co.kr/product/40037/9/SpineShelf/K942130749_d.jpg', 'https://image.aladin.co.kr/product/40037/9/cover200/k942130749_1.jpg']"
[국내도서],돈의 속성 (400쇄 리커버 에디션),김승호 (지은이) | 스노우폭스북스 | 2020년 6월,"17,800","16,020원","['https://image.aladin.co.kr/product/35910/69/SpineShelf/S542030902_d.jpg', 'https://image.aladin.co.kr/product/35910/69/cover200/k412037592_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],달과 6펜스,"서머싯 몸 (지은이), 송무 (옮긴이) | 민음사 | 2000년 6월","10,000","9,000원","['https://image.aladin.co.kr/product/23/77/SpineShelf/S322933054_d.jpg', 'https://image.aladin.co.kr/product/23/77/cover200/s692639624_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],"큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성 (지은이) | 이투스북 | 2025년 6월,"19,700","17,730원","['https://image.aladin.co.kr/product/36565/95/SpineShelf/K242039142_d.jpg', 'https://image.aladin.co.kr/product/36565/95/cover200/k242039142_2.jpg']"
[국내도서],에그박사 18,"에그박사 (원작), 박송이 (글), 홍종현 (그림), 김보숙 (감수) | 미래엔아이세움 | 2026년 4월","16,800","15,120원","['https://image.aladin.co.kr/product/39090/69/SpineShelf/K422137052_d.jpg', 'https://image.aladin.co.kr/product/39090/69/cover200/k422137052_1.jpg']"
[국내도서],마케팅 설계자,"24,800원 → 22,320원 (10%할인),  마일리지 1,240원",8.1,"22,320원","['https://image.aladin.co.kr/product/30707/77/SpineShelf/K572830145_d.jpg', 'https://image.aladin.co.kr/product/30707/77/cover200/k572830145_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],물빛인쇄소,함민복 (지은이) | 창비 | 2026년 7월,"13,000","11,700원","['https://image.aladin.co.kr/product/39904/77/SpineShelf/8936425412_d.jpg', 'https://image.aladin.co.kr/product/39904/77/cover200/8936425412_1.jpg']"
[국내도서],걍레오 그냥 레오의 오늘 요리,강레오 (지은이) | 하이스트 | 2026년 7월,"26,000","23,400원","['https://image.aladin.co.kr/product/39830/19/SpineShelf/K282130716_d.jpg', 'https://image.aladin.co.kr/product/39830/19/cover200/k282130716_1.jpg']"
[국내도서],나를 위해 쓸 권리,"줄리아 캐머런 (지은이), 박성혜 (옮긴이) | 위즈덤하우스 | 2026년 8월","23,000","20,700원","['https://image.aladin.co.kr/product/39984/72/SpineShelf/K612130734_d.jpg', 'https://image.aladin.co.kr/product/39984/72/cover200/k612130734_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],공주님 고문의 시간입니다 19,"하루하라 로빈슨 (지은이), 히라케이 (그림) | 학산문화사(만화) | 2026년 8월","6,000","5,400원",['https://image.aladin.co.kr/product/40024/53/cover200/k722130336_1.jpg']
[국내도서],세이노의 가르침 (화이트 에디션),세이노(SayNo) (지은이) | 데이원 | 2023년 3월,"7,200","6,480원","['https://image.aladin.co.kr/product/30929/51/SpineShelf/S192030030_d.jpg', 'https://image.aladin.co.kr/product/30929/51/cover200/s192030030_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],Again! 뒤집어본 영문법,오성호 (지은이) | 김영사 | 2006년 5월,"14,900","13,410원","['https://image.aladin.co.kr/product/65/16/SpineShelf/8934922052_d.jpg', 'https://image.aladin.co.kr/product/65/16/cover200/8934922052_1.jpg']"
[국내도서],눈물을 마시는 새 세트 - 전4권 (양장),이영도 (지은이) | 황금가지 | 2003년 1월,"66,000","59,400원",['https://image.aladin.co.kr/product/39/97/cover200/8982735739_3.jpg']
[국내도서],흔한남매 과학 탐험대 17 : 뇌와 호르몬,"흔한남매 (원작), 김언정, 송은경 (글), 김덕영 (그림), 권경아 (감수) | 주니어김영사 | 2026년 4월","16,800","15,120원","['https://image.aladin.co.kr/product/39117/44/SpineShelf/K652137351_d.jpg', 'https://image.aladin.co.kr/product/39117/44/cover200/k652137351_2.jpg']"
[국내도서],어른의 감정을 돌보는 100일 필사 노트,김종원 (지은이) | 청림Life | 2026년 4월,"20,000","18,000원","['https://image.aladin.co.kr/product/38875/45/SpineShelf/S342137409_d.jpg', 'https://image.aladin.co.kr/product/38875/45/cover200/k362137106_3.jpg']"
[국내도서],딱 1년만 미쳐라,리치파카(강연주) (지은이) | 모티브 | 2026년 3월,"19,800","17,820원","['https://image.aladin.co.kr/product/38752/94/SpineShelf/K792136047_d.jpg', 'https://image.aladin.co.kr/product/38752/94/cover200/k792136047_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],일상주의자의 감각,김이나 (지은이) | 이야기장수 | 2026년 6월,"18,000","16,200원","['https://image.aladin.co.kr/product/39605/37/SpineShelf/K192130878_d.jpg', 'https://image.aladin.co.kr/product/39605/37/cover200/k192130878_1.jpg']"
[국내도서],헝거 게임 : 50번째 추첨의 날,"수잔 콜린스 (지은이), 이원열 (옮긴이) | 북폴리오 | 2026년 7월","20,000","18,000원","['https://image.aladin.co.kr/product/39928/86/SpineShelf/K372130027_d.jpg', 'https://image.aladin.co.kr/product/39928/86/cover200/k372130027_1.jpg']"
[국내도서],도도클럽 1,조우리 (지은이) | 창비 | 2026년 7월,"15,000","13,500원","['https://image.aladin.co.kr/product/39930/24/SpineShelf/8936431773_d.jpg', 'https://image.aladin.co.kr/product/39930/24/cover200/8936431773_1.jpg']"
[국내도서],우리는 여름을 쓰기로 했다,"에밀리 헨리 (지은이), 이미정 (옮긴이) | 윌북 | 2026년 8월","18,000","16,200원","['https://image.aladin.co.kr/product/39952/57/SpineShelf/K412130424_d.jpg', 'https://image.aladin.co.kr/product/39952/57/cover200/k412130424_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],렛뎀 이론,"멜 로빈스 (지은이), 윤효원 (옮긴이) | 비즈니스북스 | 2025년 8월","20,000","18,000원","['https://image.aladin.co.kr/product/36949/35/SpineShelf/K532030618_d.jpg', 'https://image.aladin.co.kr/product/36949/35/cover200/k532030618_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],가공범,"히가시노 게이고 (지은이), 김선영 (옮긴이) | 북다 | 2025년 7월","22,000","19,800원","['https://image.aladin.co.kr/product/36786/80/SpineShelf/S212033169_d.jpg', 'https://image.aladin.co.kr/product/36786/80/cover200/k472030698_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],노인과 바다,"8,000원 → 7,200원 (10%할인),  마일리지 400원",9.0,"7,200원","['https://image.aladin.co.kr/product/1452/24/SpineShelf/8937462788_d.jpg', 'https://image.aladin.co.kr/product/1452/24/cover200/8937462788_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],백년 허리 2 : 치료편,정선근 (지은이) | 언탱글링 | 2021년 5월,"18,500","16,650원","['https://image.aladin.co.kr/product/27124/76/SpineShelf/K272731146_d.jpg', 'https://image.aladin.co.kr/product/27124/76/cover200/k272731146_1.jpg']"
[국내도서],읽으면서 바로 써먹는 어린이 공포의 수학 퍼즐 1,"13,000원 → 11,700원 (10%할인),  마일리지 650원",9.7,"11,700원","['https://image.aladin.co.kr/product/36862/38/SpineShelf/K592030501_d.jpg', 'https://image.aladin.co.kr/product/36862/38/cover200/k592030501_1.jpg']"
[국내도서],JLPT(일본어 능력시험) 한권으로 끝내기 N2,"이치우, 기타지마 치즈코, 박성길, 도리이 마이코 (지은이) | 다락원 | 2026년 3월","28,000","25,200원","['https://image.aladin.co.kr/product/38812/0/SpineShelf/8927713346_d.jpg', 'https://image.aladin.co.kr/product/38812/0/cover200/8927713346_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],모두가 자신의 믿음 없음과 싸우고 있다,"존 파이퍼 (지은이), 윤종석 (옮긴이) | 두란노 | 2026년 6월","18,000","16,200원","['https://image.aladin.co.kr/product/39594/51/SpineShelf/8953153174_d.jpg', 'https://image.aladin.co.kr/product/39594/51/cover200/8953153174_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],2027 해커스공무원 신민숙 쉬운국어 한 권으로 끝 (9급 공무원),신민숙 (지은이) | 해커스공무원 | 2026년 5월,"22,000","19,800원","['https://image.aladin.co.kr/product/39169/53/SpineShelf/K572138160_d.jpg', 'https://image.aladin.co.kr/product/39169/53/cover200/k572138160_1.jpg']"
[국내도서],지금 세계사 1,"최태성 (지은이), 류경은 (그림) | 다산어린이 | 2026년 7월","16,800","15,120원","['https://image.aladin.co.kr/product/39906/1/SpineShelf/K992130021_d.jpg', 'https://image.aladin.co.kr/product/39906/1/cover200/k992130021_2.jpg']"
[국내도서],인생의 단맛을 보여주마,김영민 (지은이) | 김영사 | 2026년 7월,"18,000","16,200원","['https://image.aladin.co.kr/product/39928/59/SpineShelf/K792130026_d.jpg', 'https://image.aladin.co.kr/product/39928/59/cover200/k792130026_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],2027 이기적 빅데이터분석기사 필기 기본서,"나홍석, 배원성, 이건길, 이혜영, 고려사이버대학교 AI.빅데이터 연구소 (지은이) | 영진.com(영진닷컴) | 2026년 8월","33,000","29,700원","['https://image.aladin.co.kr/product/39931/94/SpineShelf/8931482744_d.jpg', 'https://image.aladin.co.kr/product/39931/94/cover200/8931482744_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],기후로 보는 한국사,박정재 (지은이) | 바다출판사 | 2026년 7월,"19,800","17,820원","['https://image.aladin.co.kr/product/39931/50/SpineShelf/K652130123_d.jpg', 'https://image.aladin.co.kr/product/39931/50/cover200/k652130123_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],나는 오늘도 유물과 대화하러 간다,서헌강 (지은이) | 다산초당 | 2026년 7월,"22,000","19,800원","['https://image.aladin.co.kr/product/39938/18/SpineShelf/K662130229_d.jpg', 'https://image.aladin.co.kr/product/39938/18/cover200/k662130229_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],공부가 즐겁다는 공자의 말을 믿어도 될까,"18,500원 → 16,650원 (10%할인),  마일리지 920원",10.0,"16,650원","['https://image.aladin.co.kr/product/39584/97/SpineShelf/K702139641_d.jpg', 'https://image.aladin.co.kr/product/39584/97/cover200/k702139641_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],비밀의 들판,"마거릿 주혜 리 (지은이), 장상미 (옮긴이) | 한겨레출판 | 2026년 8월","22,000","19,800원","['https://image.aladin.co.kr/product/39952/36/SpineShelf/K742130423_d.jpg', 'https://image.aladin.co.kr/product/39952/36/cover200/k742130423_1.jpg']"
[국내도서],"아무튼, 사주",정홍칼리 (지은이) | 제철소 | 2026년 8월,"12,000","10,800원","['https://image.aladin.co.kr/product/40031/48/SpineShelf/K762130638_d.jpg', 'https://image.aladin.co.kr/product/40031/48/cover200/k762130638_1.jpg']"
