카테고리,제목,저자,정가,할인가,이미지
[국내도서],"세네카, 오늘을 빼앗기고 있는 당신에게","루키우스 안나이우스 세네카 (지은이), 하와이 대저택 (편역) | 논픽션 | 2026년 7월","18,000","16,200원","['https://image.aladin.co.kr/product/39640/49/SpineShelf/K872130175_d.jpg', 'https://image.aladin.co.kr/product/39640/49/cover200/k872130175_1.jpg']"
[국내도서],그랬다고 적었다,김애란 (지은이) | 문학동네 | 2026년 8월,"17,000","15,300원","['https://image.aladin.co.kr/product/40019/36/SpineShelf/K742130236_d.jpg', 'https://image.aladin.co.kr/product/40019/36/cover200/k742130236_1.jpg']"
[국내도서],싯다르타,"헤르만 헤세 (지은이), 박병덕 (옮긴이) | 민음사 | 2002년 1월","8,000","7,200원","['https://image.aladin.co.kr/product/32/95/SpineShelf/S062934786_d.jpg', 'https://image.aladin.co.kr/product/32/95/cover200/s062934786_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],오뒷세이아,"호메로스 (지은이), 김헌 (옮긴이) | 을유문화사 | 2026년 8월","25,000","22,500원","['https://image.aladin.co.kr/product/39940/12/SpineShelf/S903130924_d.jpg', 'https://image.aladin.co.kr/product/39940/12/cover200/8932476462_2.jpg']"
[국내도서],오디세이아 (국내 유일 명화 104점 수록 완역본),"호메로스 (지은이), 페테르 파울 루벤스 (그림), 박문재 (옮긴이) | 현대지성 | 2025년 4월","27,000","24,300원","['https://image.aladin.co.kr/product/36239/0/SpineShelf/S172130016_d.jpg', 'https://image.aladin.co.kr/product/36239/0/cover200/k062038716_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],찌니주의보,정지아 (지은이) | 창비 | 2026년 8월,"16,800","15,120원","['https://image.aladin.co.kr/product/40013/75/SpineShelf/8936439995_d.jpg', 'https://image.aladin.co.kr/product/40013/75/cover200/8936439995_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],사카모토 데이즈 27 (더블 특전판),스즈키 유우토 (지은이) | 대원씨아이(만화) | 2026년 8월,"6,500","5,850원","['https://image.aladin.co.kr/product/40036/51/SpineShelf/K322130637_d.jpg', 'https://image.aladin.co.kr/product/40036/51/cover200/k322130637_1.jpg']"
[국내도서],투명한 나선,"히가시노 게이고 (지은이), 김선영 (옮긴이) | 북다 | 2026년 7월","22,000","19,800원","['https://image.aladin.co.kr/product/39802/11/SpineShelf/K082130602_d.jpg', 'https://image.aladin.co.kr/product/39802/11/cover200/k082130602_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],프로젝트 헤일메리 (알라딘 리커버 특별판),"앤디 위어 (지은이), 강동혁 (옮긴이) | 알에이치코리아(RHK) | 2026년 7월","22,000","19,800원","['https://image.aladin.co.kr/product/39679/83/SpineShelf/8925568640_d.jpg', 'https://image.aladin.co.kr/product/39679/83/cover200/8925568640_1.jpg']"
[국내도서],원소 원정대,"아게도리도리 (지은이), 박재현 (옮긴이), 장홍제 (감수) | 윌북주니어 | 2026년 5월","19,800","17,820원","['https://image.aladin.co.kr/product/39352/62/SpineShelf/K602138534_d.jpg', 'https://image.aladin.co.kr/product/39352/62/cover200/k602138534_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],수족관,유래혁 (지은이) | 포스터샵 | 2023년 12월,"17,700","15,930원","['https://image.aladin.co.kr/product/33081/18/SpineShelf/K582937507_d.jpg', 'https://image.aladin.co.kr/product/33081/18/cover200/k582937507_1.jpg']"
[국내도서],"안녕, 피터팬",전경철 (지은이) | 이야기장수 | 2026년 6월,"22,000","19,800원","['https://image.aladin.co.kr/product/39645/80/SpineShelf/K092130273_d.jpg', 'https://image.aladin.co.kr/product/39645/80/cover200/k092130273_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],한밤중 개미 요정 (10주년 기념 한지 특별 한정판),"25,000원 → 22,500원 (10%할인),  마일리지 1,250원",9.8,"22,500원","['https://image.aladin.co.kr/product/39875/96/SpineShelf/8936429671_d.jpg', 'https://image.aladin.co.kr/product/39875/96/cover200/8936429671_3.jpg']"
[국내도서],고양이는 고양이가 알려 드림,"이용한 (지은이), 스노우캣 (그림), 김명철 (감수) | 책읽는곰 | 2026년 8월","16,800","15,120원","['https://image.aladin.co.kr/product/39873/78/SpineShelf/K092130418_d.jpg', 'https://image.aladin.co.kr/product/39873/78/cover200/k092130418_2.jpg']"
[국내도서],오디세이 각본집,"크리스토퍼 놀란 (지은이), 김은주 (옮긴이) | 웅진지식하우스 | 2026년 8월","21,000","18,900원","['https://image.aladin.co.kr/product/39945/41/SpineShelf/8901300419_d.jpg', 'https://image.aladin.co.kr/product/39945/41/cover200/8901300419_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],태양 아래 올리브,김초엽 (지은이) | 자이언트북스 | 2026년 8월,"19,800","17,820원","['https://image.aladin.co.kr/product/39987/24/SpineShelf/S442130831_d.jpg', 'https://image.aladin.co.kr/product/39987/24/cover200/k512130727_3.jpg']"
[국내도서],빵충 사육 준수 사항,김혜영 (지은이) | 안전가옥 | 2026년 7월,"16,800","15,120원","['https://image.aladin.co.kr/product/39872/66/SpineShelf/K242130313_d.jpg', 'https://image.aladin.co.kr/product/39872/66/cover200/k242130313_1.jpg']"
[국내도서],은총 수업,"20,000원 → 18,000원 (10%할인),  마일리지 1,000원",9.3,"18,000원","['https://image.aladin.co.kr/product/39890/25/SpineShelf/K352130828_d.jpg', 'https://image.aladin.co.kr/product/39890/25/cover200/k352130828_2.jpg']"
[국내도서],테오,"앨런 레비 (지은이), 노지양 (옮긴이) | 오팬하우스 | 2026년 7월","21,000","18,900원","['https://image.aladin.co.kr/product/39639/79/SpineShelf/K992130174_d.jpg', 'https://image.aladin.co.kr/product/39639/79/cover200/k992130174_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],오뒷세이아,"호메로스 (지은이), 천병희 (옮긴이) | 도서출판 숲 | 2015년 9월","33,000","29,700원","['https://image.aladin.co.kr/product/68/68/SpineShelf/S612036098_d.jpg', 'https://image.aladin.co.kr/product/68/68/cover200/s262036392_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],브람스를 좋아하세요...,"프랑수아즈 사강 (지은이), 김남주 (옮긴이) | 민음사 | 2008년 5월","10,000","9,000원","['https://image.aladin.co.kr/product/215/66/SpineShelf/S222137206_d.jpg', 'https://image.aladin.co.kr/product/215/66/cover200/s252137206_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],노무현 평전,"윤태영 (지은이), 사람사는세상 노무현재단 (기획) | 위즈덤하우스 | 2026년 8월","49,500","44,550원","['https://image.aladin.co.kr/product/40024/84/SpineShelf/K732130439_d.jpg', 'https://image.aladin.co.kr/product/40024/84/cover200/k732130439_1.jpg']"
[국내도서],모순,양귀자 (지은이) | 쓰다 | 2013년 4월,"13,000","11,700원","['https://image.aladin.co.kr/product/2584/37/SpineShelf/S502931994_d.jpg', 'https://image.aladin.co.kr/product/2584/37/cover200/8998441012_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],데미안,"헤르만 헤세 (지은이), 전영애 (옮긴이) | 민음사 | 2000년 12월","8,000","7,200원","['https://image.aladin.co.kr/product/26/0/SpineShelf/S452139198_d.jpg', 'https://image.aladin.co.kr/product/26/0/cover200/s452139198_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],오디세이아,"안나 밀버른 (지은이), 호메로스 (원작), 세바스티안 판 도닝크 (그림), 양혜진 (옮긴이) | 비룡소 | 2026년 8월","17,500","15,750원","['https://image.aladin.co.kr/product/39985/24/SpineShelf/8949142007_d.jpg', 'https://image.aladin.co.kr/product/39985/24/cover200/8949142007_1.jpg']"
[국내도서],코스모스 (100만 부 기념판),"칼 세이건 (지은이), 홍승수 (옮긴이) | 사이언스북스 | 2026년 6월","22,000","19,800원","['https://image.aladin.co.kr/product/39676/50/SpineShelf/K382130398_d.jpg', 'https://image.aladin.co.kr/product/39676/50/cover200/k382130398_1.jpg']"
[국내도서],서성이다,장강명 (지은이) | 현대문학 | 2026년 8월,"15,000","13,500원","['https://image.aladin.co.kr/product/39984/93/SpineShelf/K362130735_d.jpg', 'https://image.aladin.co.kr/product/39984/93/cover200/k362130735_1.jpg']"
[국내도서],니체의 초월자,"프리드리히 니체 (지은이), 김철 (편역) | 히읏 | 2025년 10월","16,900","15,210원","['https://image.aladin.co.kr/product/37539/55/SpineShelf/K392032120_d.jpg', 'https://image.aladin.co.kr/product/37539/55/cover200/k392032120_1.jpg']"
[국내도서],오잉? 오잉!,내복이 (지은이) | 책빛 | 2026년 8월,"17,800","16,020원","['https://image.aladin.co.kr/product/39822/5/SpineShelf/8962195410_d.jpg', 'https://image.aladin.co.kr/product/39822/5/cover200/8962195410_1.jpg']"
[국내도서],황천의 츠가이 12 (더블특전판),아라카와 히로무 (지은이) | 대원씨아이(만화) | 2026년 8월,"6,500","5,850원","['https://image.aladin.co.kr/product/40024/63/SpineShelf/K422130438_d.jpg', 'https://image.aladin.co.kr/product/40024/63/cover200/k422130438_1.jpg']"
[국내도서],독하게 돈 공부,박소연 (지은이) | 메이븐 | 2026년 7월,"23,000","20,700원","['https://image.aladin.co.kr/product/39727/2/SpineShelf/K042130706_d.jpg', 'https://image.aladin.co.kr/product/39727/2/cover200/k042130706_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],스파이 패밀리 17,"6,000원 → 5,400원 (10%할인),  마일리지 300원","15,770","5,400원",['https://image.aladin.co.kr/product/40031/56/cover200/k992130639_1.jpg']
[국내도서],백앤아×고고프렌즈 국어별동대 1 : 시작,"백앤아, 고고프렌즈 (원작), 한바리 (글), 정수영 (그림), 김선 (감수) | 백앤아월드 | 2026년 7월","16,800","15,120원","['https://image.aladin.co.kr/product/39725/42/SpineShelf/K092130703_d.jpg', 'https://image.aladin.co.kr/product/39725/42/cover200/k092130703_1.jpg']"
[국내도서],디그 잇 3 (더블특전판),Yoshidamaru (지은이) | 학산문화사(만화) | 2026년 8월,"7,000","6,300원",['https://image.aladin.co.kr/product/40031/57/cover200/k922130639_1.jpg']
[국내도서],오뒷세이아,"호메로스 (지은이), 이준석 (옮긴이) | 아카넷 | 2023년 10월","32,000","28,800원","['https://image.aladin.co.kr/product/32444/10/SpineShelf/K052935299_d.jpg', 'https://image.aladin.co.kr/product/32444/10/cover200/k052935299_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],당신은 사건 현장에 있습니다,"모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이) | 중앙books(중앙북스) | 2022년 5월","28,000","25,200원","['https://image.aladin.co.kr/product/29623/60/SpineShelf/8927812972_d.jpg', 'https://image.aladin.co.kr/product/29623/60/cover200/8927812972_2.jpg']"
[국내도서],톨스토이 문장들 필사집,"19,800원 → 17,820원 (10%할인),  마일리지 990원",10.0,"17,820원",['https://image.aladin.co.kr/product/39790/34/cover200/k072130305_1.jpg']
[국내도서],문해내공,"신종호, 김윤정 (지은이) | 상상스퀘어 | 2026년 8월","25,000","22,500원","['https://image.aladin.co.kr/product/39876/18/SpineShelf/K752130413_d.jpg', 'https://image.aladin.co.kr/product/39876/18/cover200/k752130413_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],안녕이라 그랬어 (집 에디션),김애란 (지은이) | 문학동네 | 2025년 6월,"16,800","15,120원","['https://image.aladin.co.kr/product/39656/36/SpineShelf/K472130198_d.jpg', 'https://image.aladin.co.kr/product/39656/36/cover200/k472130198_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],잊기 좋은 이름,김애란 (지은이) | 문학동네 | 2026년 8월,"17,500","15,750원","['https://image.aladin.co.kr/product/40019/37/SpineShelf/K872130236_d.jpg', 'https://image.aladin.co.kr/product/40019/37/cover200/k872130236_1.jpg']"
[국내도서],자몽살구클럽,한로로 (HANRORO) (지은이) | 어센틱 | 2025년 7월,"12,000","10,800원","['https://image.aladin.co.kr/product/36808/37/SpineShelf/K082030009_d.jpg', 'https://image.aladin.co.kr/product/36808/37/cover200/k082030009_1.jpg']"
[국내도서],나의 첫 번째 부동산 교과서,송희구 (지은이) | 서삼독 | 2026년 6월,"23,000","20,700원","['https://image.aladin.co.kr/product/39443/32/SpineShelf/K392139397_d.jpg', 'https://image.aladin.co.kr/product/39443/32/cover200/k392139397_1.jpg']"
[국내도서],"2026 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",최태성 (지은이) | 이투스북 | 2025년 12월,"19,000","17,100원","['https://image.aladin.co.kr/product/37896/93/SpineShelf/K062033624_d.jpg', 'https://image.aladin.co.kr/product/37896/93/cover200/k062033624_1.jpg']"
[국내도서],이방인,"알베르 카뮈 (지은이), 김화영 (옮긴이) | 민음사 | 2019년 9월","10,000","9,000원","['https://image.aladin.co.kr/product/21224/66/SpineShelf/8937443848_d.jpg', 'https://image.aladin.co.kr/product/21224/66/cover200/8937443848_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],마션 (알라딘 리커버 특별판),"앤디 위어 (지은이), 박아람 (옮긴이) | 알에이치코리아(RHK) | 2026년 7월","19,800","17,820원","['https://image.aladin.co.kr/product/39679/84/SpineShelf/8925568683_d.jpg', 'https://image.aladin.co.kr/product/39679/84/cover200/8925568683_1.jpg']"
[국내도서],독서의 기술,고명환 (지은이) | 라곰 | 2026년 7월,"19,800","17,820원","['https://image.aladin.co.kr/product/39656/35/SpineShelf/K292130198_d.jpg', 'https://image.aladin.co.kr/product/39656/35/cover200/k292130198_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],설득 (먼슬리 클래식),"제인 오스틴 (지은이), 전신화, 원영선 (옮긴이) | 문학동네 | 2026년 8월","13,000","11,700원","['https://image.aladin.co.kr/product/39984/85/SpineShelf/K942130735_d.jpg', 'https://image.aladin.co.kr/product/39984/85/cover200/k942130735_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],인비인,성해나 (지은이) | 한겨레출판 | 2026년 6월,"18,000","16,200원","['https://image.aladin.co.kr/product/39581/25/SpineShelf/K692139247_d.jpg', 'https://image.aladin.co.kr/product/39581/25/cover200/k692139247_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],팬텀 버스터즈 7,"네오쇼코 (지은이), 김지혜 (옮긴이) | ㈜소미미디어 | 2026년 8월","6,500","5,850원","['https://image.aladin.co.kr/product/39992/53/SpineShelf/K602130931_d.jpg', 'https://image.aladin.co.kr/product/39992/53/cover200/k602130931_1.jpg']"
[국내도서],"돈, 뜨겁게 사랑하고 차갑게 다루어라","앙드레 코스톨라니 (지은이), 한윤진 (옮긴이) | 미래의창 | 2023년 9월","15,000","13,500원","['https://image.aladin.co.kr/product/32489/85/SpineShelf/K942935503_d.jpg', 'https://image.aladin.co.kr/product/32489/85/cover200/k942935503_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],데일 카네기의 인간관계 수업,"데일 카네기 (지은이), 김상현 (엮은이) | 필름(Feelm) | 2026년 7월","18,800","16,920원","['https://image.aladin.co.kr/product/39895/66/SpineShelf/K092130825_d.jpg', 'https://image.aladin.co.kr/product/39895/66/cover200/k092130825_1.jpg']"
[국내도서],주와 연,청예 (지은이) | 래빗홀 | 2026년 6월,"17,500","15,750원","['https://image.aladin.co.kr/product/39704/96/SpineShelf/K072130599_d.jpg', 'https://image.aladin.co.kr/product/39704/96/cover200/k072130599_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],Go Go 카카오프렌즈 역사문화 41 : 이란,"김미영 (지은이), 김정한 (그림) | 아울북 | 2026년 8월","16,900","15,210원","['https://image.aladin.co.kr/product/40002/42/SpineShelf/K472130037_d.jpg', 'https://image.aladin.co.kr/product/40002/42/cover200/k472130037_1.jpg']"
[국내도서],ETS 토익 정기시험 기출문제집 1000 Vol. 5 Reading (리딩),ETS (지은이) | (주)YBM(와이비엠) | 2025년 12월,"22,000","19,800원","['https://image.aladin.co.kr/product/38034/72/SpineShelf/8917243800_d.jpg', 'https://image.aladin.co.kr/product/38034/72/cover200/8917243800_2.jpg']"
[국내도서],"2026 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",최태성 (지은이) | 이투스북 | 2025년 12월,"18,500","16,650원",['https://image.aladin.co.kr/product/37896/96/cover150/k082033624_2.jpg']
[국내도서],급류,정대건 (지은이) | 민음사 | 2022년 12월,"14,000","12,600원","['https://image.aladin.co.kr/product/30769/24/SpineShelf/8937473402_d.jpg', 'https://image.aladin.co.kr/product/30769/24/cover200/8937473402_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],인간 실격,"다자이 오사무 (지은이), 김춘미 (옮긴이) | 민음사 | 2004년 5월","9,000","8,100원","['https://image.aladin.co.kr/product/49/16/SpineShelf/893746103X_d.jpg', 'https://image.aladin.co.kr/product/49/16/cover200/893746103x_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],부의 갈림길,오건영 (지은이) | 포레스트북스 | 2026년 6월,"27,000","24,300원","['https://image.aladin.co.kr/product/39443/89/SpineShelf/K232139499_d.jpg', 'https://image.aladin.co.kr/product/39443/89/cover200/k232139499_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],ETS 토익 정기시험 기출문제집 1000 Vol. 5 Listening (리스닝),ETS (엮은이) | (주)YBM(와이비엠) | 2025년 12월,"22,000","19,800원","['https://image.aladin.co.kr/product/38034/70/SpineShelf/8917243797_d.jpg', 'https://image.aladin.co.kr/product/38034/70/cover200/8917243797_2.jpg']"
[국내도서],2027 이동기 영어 문법 500제 + 핵심문법 44포인트 요약노트 세트 - 전2권,(주)이앤미래(대표 이동기) (지은이) | 지금(도서출판) | 2026년 8월,"27,000","24,300원",['https://image.aladin.co.kr/product/40002/49/cover200/k852130037_1.jpg']
[국내도서],멜로우TV 팀나빠 1 : 나사 빠진 친구들,"멜로우TV (원작), 안경순 (글), 쓰리포 (그림) | 학산키즈 | 2026년 5월","16,800","15,120원","['https://image.aladin.co.kr/product/39408/42/SpineShelf/K772139099_d.jpg', 'https://image.aladin.co.kr/product/39408/42/cover200/k772139099_1.jpg']"
[국내도서],새들의 사회성,편혜영 (지은이) | 문학동네 | 2026년 7월,"17,500","15,750원","['https://image.aladin.co.kr/product/39898/13/SpineShelf/K102130920_d.jpg', 'https://image.aladin.co.kr/product/39898/13/cover200/k102130920_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],유럽 도시 기행 3,유시민 (지은이) | 생각의길 | 2026년 7월,"18,900","17,010원","['https://image.aladin.co.kr/product/39715/59/SpineShelf/8965138310_d.jpg', 'https://image.aladin.co.kr/product/39715/59/cover200/8965138310_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],체호프 단편선,"안톤 파블로비치 체호프 (지은이), 박현섭 (옮긴이) | 민음사 | 2002년 11월","9,000","8,100원","['https://image.aladin.co.kr/product/38/90/SpineShelf/S502934787_d.jpg', 'https://image.aladin.co.kr/product/38/90/cover200/s552934787_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],2027 선재국어 신유형 매일 국어 시즌 1,이선재 (지은이) | 수비니겨 | 2026년 8월,"18,000","16,200원","['https://image.aladin.co.kr/product/39991/0/SpineShelf/K292130939_d.jpg', 'https://image.aladin.co.kr/product/39991/0/cover200/k292130939_1.jpg']"
[국내도서],나는 왜 네 말이 힘들까,박재연 (지은이) | 한빛라이프 | 2026년 7월,"22,000","19,800원","['https://image.aladin.co.kr/product/39872/77/SpineShelf/K742130313_d.jpg', 'https://image.aladin.co.kr/product/39872/77/cover200/k742130313_1.jpg']"
[국내도서],요리 군과 다시 만날 수는 없어! 2,"Sumio Hataya (지은이), 신혜선 (옮긴이) | 서울미디어코믹스(서울문화사) | 2026년 8월","6,500","5,850원",['https://image.aladin.co.kr/product/40032/86/cover200/k042130632_2.jpg']
[국내도서],결혼·여름,"알베르 카뮈 (지은이), 장소미 (옮긴이) | 녹색광선 | 2023년 8월","22,000","19,800원","['https://image.aladin.co.kr/product/32086/69/SpineShelf/K372834096_d.jpg', 'https://image.aladin.co.kr/product/32086/69/cover200/k372834096_1.jpg']"
[국내도서],악의,"히가시노 게이고 (지은이), 양윤옥 (옮긴이) | 현대문학 | 2019년 7월","16,800","15,120원","['https://image.aladin.co.kr/product/19822/35/SpineShelf/8972750034_d.jpg', 'https://image.aladin.co.kr/product/19822/35/cover200/8972750034_2.jpg']"
[국내도서],일리아스 & 오디세이아 세트 - 전2권 (국내 유일 명화 207점 수록 완역본),"호메로스 (지은이), 페테르 파울 루벤스 (그림), 박문재 (옮긴이) | 현대지성 | 2025년 4월","55,000","49,500원",['https://image.aladin.co.kr/product/36244/35/cover200/k852038210_1.jpg']
[국내도서],어떻게 살아낼 것인가,"짐 콜린스 (지은이), 고영훈, 윤영호 (옮긴이) | 필름(Feelm) | 2026년 7월","29,800","26,820원","['https://image.aladin.co.kr/product/39782/23/SpineShelf/K192130202_d.jpg', 'https://image.aladin.co.kr/product/39782/23/cover200/k192130202_1.jpg']"
[국내도서],지푸라기 왕관을 쓴 여자,박상영 (지은이) | 래빗홀 | 2026년 7월,"18,800","16,920원","['https://image.aladin.co.kr/product/39834/40/SpineShelf/K032130812_d.jpg', 'https://image.aladin.co.kr/product/39834/40/cover200/k032130812_1.jpg']"
[국내도서],아르테미스 (알라딘 리커버 특별판),"앤디 위어 (지은이), 남명성 (옮긴이) | 알에이치코리아(RHK) | 2026년 7월","19,800","17,820원","['https://image.aladin.co.kr/product/39679/81/SpineShelf/8925568659_d.jpg', 'https://image.aladin.co.kr/product/39679/81/cover200/8925568659_1.jpg']"
[국내도서],언어와 반언어,"카를 크라우스 (지은이), 안병률 (옮긴이) | 북인더갭 | 2026년 8월","17,500","15,750원","['https://image.aladin.co.kr/product/39834/86/SpineShelf/K162130339_d.jpg', 'https://image.aladin.co.kr/product/39834/86/cover200/k162130339_1.jpg']"
[국내도서],달러구트 꿈 백화점 0,이미예 (지은이) | 팩토리나인 | 2026년 7월,"17,800","16,020원","['https://image.aladin.co.kr/product/39638/93/SpineShelf/K382130171_d.jpg', 'https://image.aladin.co.kr/product/39638/93/cover200/k382130171_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],봄의 폭풍과 몬스터 9,미츠바치 미유키 (지은이) | 학산문화사(만화) | 2026년 8월,"7,000","6,300원",['https://image.aladin.co.kr/product/39997/37/cover200/k412130031_1.jpg']
[국내도서],내면 근력,"짐 머피 (지은이), 지여울 (옮긴이) | 윌북 | 2026년 4월","22,000","19,800원","['https://image.aladin.co.kr/product/38895/53/SpineShelf/K602137608_d.jpg', 'https://image.aladin.co.kr/product/38895/53/cover200/k602137608_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],시간의 감촉,은희경 (지은이) | 문학동네 | 2026년 6월,"18,800","16,920원","['https://image.aladin.co.kr/product/39536/43/SpineShelf/K182139749_d.jpg', 'https://image.aladin.co.kr/product/39536/43/cover200/k182139749_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],명탐정 코난 108,아오야마 고쇼 (지은이) | 서울미디어코믹스(서울문화사) | 2026년 7월,"6,000","5,400원",['https://image.aladin.co.kr/product/39953/99/cover200/k362130528_1.jpg']
[국내도서],절창,구병모 (지은이) | 문학동네 | 2025년 9월,"18,000","16,200원","['https://image.aladin.co.kr/product/37172/36/SpineShelf/K662031678_d.jpg', 'https://image.aladin.co.kr/product/37172/36/cover200/k662031678_3.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],우리들의 파리가 생각나요,정현주 (지은이) | 예경 | 2015년 5월,"16,000","15,200원","['', 'https://image.aladin.co.kr/product/5932/9/cover200/8970845283_3.jpg']"
[국내도서],황천의 츠가이 12 (특별판),아라카와 히로무 (지은이) | 대원씨아이(만화) | 2026년 8월,"28,500","25,650원",['https://image.aladin.co.kr/product/40024/63/cover200/k332130438_1.jpg']
[국내도서],SQL 자격검정 실전문제,한국데이터산업진흥원 (지은이) | 한국데이터산업진흥원 | 2023년 12월,"18,000","17,460원","['https://image.aladin.co.kr/product/33258/31/SpineShelf/8988474910_d.jpg', 'https://image.aladin.co.kr/product/33258/31/cover200/8988474910_1.jpg']"
[국내도서],모두가 자신의 무가치함과 싸우고 있다 대본집 세트 - 전3권,박해영 (지은이) | 알에이치코리아(RHK) | 2026년 8월,"68,000","61,200원","['https://image.aladin.co.kr/product/39580/77/cover200/8925568551_2.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],명탐정 코난 108 (특장판),아오야마 고쇼 (지은이) | 서울미디어코믹스(서울문화사) | 2026년 7월,"22,000","19,800원",['https://image.aladin.co.kr/product/39958/39/cover200/k912130526_1.jpg']
[국내도서],슈뻘맨의 숨은 과학 찾기 8,"슈뻘맨 (원작), 서후 (글), 류수형 (그림), 샌드박스네트워크, 정재형 (감수) | 미래엔아이세움 | 2026년 7월","16,800","15,120원","['https://image.aladin.co.kr/product/39872/73/SpineShelf/K692130313_d.jpg', 'https://image.aladin.co.kr/product/39872/73/cover200/k692130313_1.jpg']"
[국내도서],포켓몬 생태도감,"주식회사 포켓몬 (지은이), 기노시타 치히로 (그림), 이선희 (옮긴이), 요네하라 요시나리 (기획) | 대원씨아이(단행본) | 2026년 4월","15,000","13,500원",['https://image.aladin.co.kr/product/39176/41/cover200/k882138678_2.jpg']
[국내도서],타몬 군 지금 어느 쪽?! 13 (한정판),"시와스 유키 (지은이), 최윤정 (옮긴이) | 학산문화사(만화) | 2026년 8월","14,000","12,600원",['https://image.aladin.co.kr/product/39997/41/cover200/k632130031_1.jpg']
[국내도서],시뮬레이션 우주,박권 (지은이) | 동아시아 | 2026년 8월,"22,000","19,800원","['https://image.aladin.co.kr/product/39978/37/SpineShelf/8962627248_d.jpg', 'https://image.aladin.co.kr/product/39978/37/cover200/8962627248_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],조용히 해내는 사람,이재은 (지은이) | 빅피시 | 2026년 8월,"17,800","16,020원","['https://image.aladin.co.kr/product/39997/27/SpineShelf/K152130031_d.jpg', 'https://image.aladin.co.kr/product/39997/27/cover200/k152130031_1.jpg']"
[국내도서],흔한남매 22,"흔한남매 (지은이), 백난도 (글), 유난희 (그림), 흔한컴퍼니 (감수) | 미래엔아이세움 | 2026년 4월","16,800","15,120원","['https://image.aladin.co.kr/product/39134/78/SpineShelf/K982137650_d.jpg', 'https://image.aladin.co.kr/product/39134/78/cover200/k982137650_1.jpg']"
[국내도서],괴테는 모든 것을 말했다 (여름 에디션),"스즈키 유이 (지은이), 이지수 (옮긴이) | 리프 | 2025년 11월","17,000","15,300원","['https://image.aladin.co.kr/product/39990/29/SpineShelf/K822130836_d.jpg', 'https://image.aladin.co.kr/product/39990/29/cover200/k822130836_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
